plant symbol,plant scientific name,plant common name,native states (separated by '*'),duration,growth habit,growth period,growth rate,moisture use,adapted to coarse soil,adapted to fine soil,adapted to medium soil,drought tolerance,shade tolerance,temp min (�F),foliage color,flower conspicuous,flower color,bloom period
AGCA5,Agrostis capillaris,colonial bentgrass,Maine*New Jersey*Yukon*Hawaii*New Brunswick*North Carolina*Nova Scotia*California*Massachusetts*Washington*Missouri*Newfoundland*Prince Edward Island*West Virginia*Alaska*Nevada*Quebec*Virginia*Illinois*British Columbia*Ohio*Utah*Connecticut*Pennsylvania*Maryland*New Hampshire*District of Columbia*New York*Mississippi*Kentucky*Ontario*Arkansas*North Dakota*Wyoming*Montana*Indiana*Michigan*Vermont*Oregon*Tennessee*Alabama*Labrador*Idaho*South Carolina*Rhode Island*,Perennial*,Graminoid*,Spring*Summer*,Rapid,High,Yes,No,Yes,Low,Intolerant,-53,Green,No,Yellow,Mid Summer
AGEX,Agrostis exarata,spike bentgrass,Northwest Territories*Yukon*California*South Dakota*Washington*Colorado*Texas*Alaska*Nevada*Alberta*Saskatchewan*British Columbia*Utah*Nebraska*New Mexico*Kentucky*Arizona*Oklahoma*Wyoming*Montana*Vermont*Oregon*Idaho*,Perennial*,Graminoid*,Spring*Summer*Fall*,Moderate,Medium,Yes,Yes,Yes,Low,Intolerant,-38,Green,No,Yellow,Late Spring
AGGI2,Agrostis gigantea,redtop,Maine*New Jersey*Northwest Territories*Yukon*New Brunswick*Nova Scotia*California*Massachusetts*Washington*Colorado*Missouri*Texas*Kansas*Newfoundland*Delaware*Prince Edward Island*West Virginia*Alaska*Nevada*Quebec*Minnesota*Alberta*Saskatchewan*Virginia*Illinois*British Columbia*Ohio*Utah*Connecticut*Pennsylvania*Nebraska*New Mexico*Maryland*New Hampshire*District of Columbia*New York*Mississippi*Kentucky*Ontario*Arizona*Georgia*Oklahoma*Manitoba*Arkansas*North Dakota*Wyoming*Montana*Indiana*Iowa*Michigan*Oregon*Tennessee*Alabama*Vermont*Wisconsin*Idaho*Louisiana*Rhode Island*South Carolina*,Perennial*,Graminoid*,Spring*Summer*,Rapid,Medium,No,Yes,Yes,Low,Intolerant,-38,Green,No,Yellow,Mid Spring
AGHY,Agrostis hyemalis,winter bentgrass,Maine*New Jersey*North Carolina*Massachusetts*South Dakota*Missouri*Texas*Kansas*Delaware*West Virginia*Puerto Rico*Minnesota*Virginia*Illinois*Ohio*Connecticut*Pennsylvania*Nebraska*Maryland*New Hampshire*District of Columbia*New York*Mississippi*Kentucky*Georgia*Ontario*Florida*Oklahoma*Arkansas*Vermont*Indiana*Iowa*Michigan*Tennessee*Wisconsin*Alabama*Louisiana*Rhode Island*South Carolina*,Perennial*,Graminoid*,Spring*Summer*Fall*,Moderate,High,No,Yes,Yes,Low,Intermediate,-33,Green,No,Green,Mid Spring
AGID,Agrostis idahoensis,Idaho bentgrass,Utah*Alaska*Nevada*Wyoming*Montana*New Mexico*California*Oregon*Washington*Colorado*Idaho*British Columbia*Arizona*,Perennial*,Graminoid*,Spring*Summer*Fall*,Moderate,Medium,Yes,No,Yes,Medium,Intolerant,-38,Green,No,Yellow,Late Spring
AGPA8,Agrostis pallens,seashore bentgrass,Nevada*Montana*California*Oregon*Washington*Idaho*British Columbia*,Perennial*,Graminoid*,Spring*Summer*,Moderate,High,No,Yes,Yes,Low,Intermediate,-23,Green,No,Green,Mid Spring
AGPE,Agrostis perennans,upland bentgrass,Maine*New Jersey*New Brunswick*North Carolina*Nova Scotia*California*Massachusetts*South Dakota*Washington*Missouri*Texas*Kansas*Newfoundland*Delaware*Prince Edward Island*West Virginia*Quebec*Minnesota*Virginia*Illinois*Ohio*Connecticut*Pennsylvania*Nebraska*Maryland*New Hampshire*District of Columbia*New York*Mississippi*Kentucky*Georgia*Ontario*Florida*Oklahoma*Arkansas*North Dakota*Vermont*Indiana*Iowa*Michigan*Oregon*Tennessee*Alabama*Wisconsin*Louisiana*Rhode Island*South Carolina*,Perennial*,Graminoid*,Spring*Summer*Fall*,Moderate,High,No,Yes,Yes,Low,Intermediate,-33,Green,No,Green,Mid Summer
AGSC5,Agrostis scabra,rough bentgrass,Maine*New Jersey*Northwest Territories*Nunavut*Yukon*New Brunswick*North Carolina*Nova Scotia*California*Massachusetts*South Dakota*Washington*Colorado*Texas*Newfoundland*Delaware*Prince Edward Island*West Virginia*Alaska*Nevada*Quebec*Minnesota*Alberta*Saskatchewan*Virginia*Illinois*British Columbia*Ohio*Utah*Connecticut*Pennsylvania*Nebraska*New Mexico*Maryland*New Hampshire*New York*Mississippi*Kentucky*Ontario*Arizona*Florida*Georgia*Manitoba*Arkansas*North Dakota*Wyoming*Montana*Indiana*Iowa*Michigan*Oregon*Tennessee*Alabama*Vermont*Wisconsin*Labrador*Idaho*Louisiana*Rhode Island*South Carolina*,Perennial*,Graminoid*,Spring*,Moderate,Medium,No,Yes,Yes,Low,Intolerant,-38,Green,No,Yellow,Early Spring
AGST2,Agrostis stolonifera,creeping bentgrass,Maine*New Jersey*Northwest Territories*Hawaii*New Brunswick*North Carolina*Nova Scotia*California*Massachusetts*South Dakota*Washington*Colorado*Missouri*Texas*Kansas*Newfoundland*Delaware*Prince Edward Island*West Virginia*Alaska*Nevada*Quebec*Minnesota*Alberta*Saskatchewan*Virginia*Illinois*British Columbia*Ohio*Utah*Connecticut*Pennsylvania*Nebraska*New Mexico*Maryland*New Hampshire*District of Columbia*New York*Mississippi*Kentucky*Ontario*Arizona*Florida*Georgia*Manitoba*Arkansas*North Dakota*Wyoming*Montana*Indiana*Iowa*Michigan*Oregon*Tennessee*Alabama*Vermont*Wisconsin*Labrador*Idaho*Louisiana*Rhode Island*South Carolina*,Perennial*,Graminoid*,Spring*Summer*,Rapid,High,No,Yes,Yes,Low,Intolerant,-53,Green,No,Purple,Mid Summer
AIAL,Ailanthus altissima,tree of heaven,Maine*New Jersey*Hawaii*North Carolina*California*Massachusetts*Washington*Colorado*Missouri*Texas*Kansas*Delaware*West Virginia*Nevada*Quebec*Virginia*Illinois*Ohio*Utah*Connecticut*Pennsylvania*Nebraska*New Mexico*Maryland*New York*District of Columbia*Mississippi*Kentucky*Ontario*Georgia*Arizona*Florida*Oklahoma*Arkansas*Indiana*Iowa*Michigan*Oregon*Tennessee*Alabama*Wisconsin*Idaho*Louisiana*Rhode Island*South Carolina*,Perennial*,Tree*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,Medium,Intolerant,-18,Green,Yes,Green,Late Spring
AJRE,Ajuga reptans,common bugle,Maine*New Jersey*North Carolina*Nova Scotia*Massachusetts*Washington*Texas*Kansas*Newfoundland*Delaware*West Virginia*Quebec*Virginia*Illinois*British Columbia*Ohio*Utah*Connecticut*Pennsylvania*Maryland*New York*District of Columbia*Mississippi*Kentucky*Ontario*Georgia*Florida*Arkansas*Vermont*Indiana*Iowa*Michigan*Oregon*Tennessee*Alabama*Wisconsin*Louisiana*Rhode Island*South Carolina*,Perennial*,Forb/herb*,Spring*Summer*Fall*,Rapid,High,No,Yes,Yes,Medium,Tolerant,-23,Green,Yes,Blue,Mid Summer
ALJU,Albizia julibrissin,silktree,New Jersey*North Carolina*California*Massachusetts*Missouri*Texas*Delaware*West Virginia*Virginia*Illinois*Ohio*Utah*Connecticut*Pennsylvania*New Mexico*Maryland*New York*District of Columbia*Mississippi*Kentucky*Georgia*Arizona*Florida*Oklahoma*Arkansas*Indiana*Tennessee*Alabama*Louisiana*South Carolina*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,Medium,Intolerant,2,White-Gray,Yes,White,Mid Summer
ALLA,Alchornea latifolia,achiotillo,Puerto Rico*Virgin Islands*,Perennial*,Tree*,Fall*Winter*Spring*,Rapid,Medium,No,No,Yes,Medium,Intolerant,40,Green,No,Green,Early Spring
ALMO,Aleurites moluccanus,Indian walnut,Hawaii*Puerto Rico*Virgin Islands*Guam*Palau*Florida*,Perennial*,Tree*,Year Round*,Moderate,Medium,Yes,Yes,Yes,Medium,Intermediate,49,Gray-Green,Yes,White,Spring
ALMO2,Aleurites moluccanus,Indian walnut,Hawaii*Puerto Rico*Virgin Islands*Guam*Palau*Florida*,Perennial*,Tree*,Year Round*,Moderate,Medium,Yes,Yes,Yes,Medium,Intermediate,49,Gray-Green,Yes,White,Spring
ALGR,Alisma gramineum,narrowleaf water plantain,California*South Dakota*Washington*Colorado*Missouri*Nevada*Quebec*Minnesota*Alberta*Saskatchewan*Virginia*British Columbia*Utah*Nebraska*New Mexico*New York*Ontario*Arizona*Manitoba*North Dakota*Wyoming*Montana*Iowa*Vermont*Oregon*Wisconsin*Idaho*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,High,No,Yes,Yes,None,Intolerant,-43,Green,No,White,Mid Summer
ALPL,Alisma plantago-aquatica,European water plantain,Washington*Alaska*,Perennial*,Forb/herb*,Spring*Fall*,Moderate,High,No,Yes,No,None,Intolerant,-33,Green,Yes,White,Fall
ALSU,Alisma subcordatum,American water plantain,Maine*New Jersey*New Brunswick*North Carolina*California*Massachusetts*South Dakota*Colorado*Missouri*Texas*Kansas*Delaware*West Virginia*Quebec*Minnesota*Virginia*Illinois*Ohio*Connecticut*Pennsylvania*Nebraska*New Mexico*Maryland*New Hampshire*District of Columbia*New York*Mississippi*Kentucky*Ontario*Georgia*Arizona*Oklahoma*Arkansas*Manitoba*North Dakota*Vermont*Indiana*Iowa*Michigan*Oregon*Tennessee*Alabama*Wisconsin*South Carolina*Rhode Island*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,High,No,Yes,Yes,None,Intolerant,-33,Green,Yes,White,Late Spring
ALAC4,Allium acuminatum,tapertip onion,Utah*Nevada*Wyoming*Montana*New Mexico*California*Oregon*Washington*Colorado*Idaho*British Columbia*Arizona*,Perennial*,Forb/herb*,Spring*Summer*,Rapid,Low,Yes,No,Yes,Medium,Intolerant,-28,Green,Yes,Purple,Summer
ALDO,Allium douglasii,Douglas' onion,Idaho*Oregon*Washington*,Perennial*,Forb/herb*,Spring*,Rapid,Medium,Yes,Yes,Yes,Medium,Intolerant,-28,Green,Yes,Purple,Late Spring
ALTE,Allium textile,textile onion,Utah*Manitoba*Nevada*North Dakota*Wyoming*Nebraska*Montana*Iowa*Minnesota*New Mexico*Alberta*Saskatchewan*South Dakota*Washington*Colorado*Kansas*Idaho*,Perennial*,Forb/herb*,Spring*,Rapid,Medium,Yes,Yes,Yes,High,Intermediate,-38,Green,Yes,White,Mid Spring
ALTO,Allium tolmiei,Tolmie's onion,Nevada*California*Oregon*Washington*Idaho*,Perennial*,Forb/herb*,Spring*,Rapid,Medium,Yes,Yes,Yes,High,Intolerant,-33,Green,Yes,Red,Early Spring
ALVA,Allium validum,Pacific onion,Nevada*California*Oregon*Washington*Idaho*British Columbia*,Perennial*,Forb/herb*,Summer*,Moderate,High,No,Yes,Yes,Low,Intermediate,-18,Green,Yes,Purple,Late Spring
ALGL2,Alnus glutinosa,European alder,New Jersey*Nova Scotia*Massachusetts*Missouri*Kansas*Delaware*Minnesota*Virginia*Illinois*Ohio*Connecticut*Pennsylvania*New York*District of Columbia*Mississippi*Kentucky*Ontario*Vermont*Indiana*Iowa*Michigan*Tennessee*Wisconsin*,Perennial*,Tree*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,Medium,Intermediate,-18,Green,No,Purple,Mid Spring
ALIN2,Alnus incana,gray alder,Maine*New Jersey*Northwest Territories*Yukon*New Brunswick*Nova Scotia*California*Massachusetts*Washington*Colorado*Newfoundland*Prince Edward Island*West Virginia*Alaska*Nevada*Quebec*Minnesota*Alberta*Saskatchewan*Virginia*Illinois*British Columbia*Ohio*Utah*Connecticut*Pennsylvania*New Mexico*Maryland*New Hampshire*New York*Ontario*Arizona*Manitoba*North Dakota*Wyoming*Montana*Indiana*Iowa*Michigan*Oregon*Vermont*Wisconsin*Labrador*Idaho*Rhode Island*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Low,Intermediate,-33,Green,No,Purple,Spring
ALINR,Alnus incana,speckled alder,Maine*New Jersey*New Brunswick*Nova Scotia*Massachusetts*Newfoundland*Prince Edward Island*West Virginia*Quebec*Minnesota*Saskatchewan*Virginia*Illinois*Ohio*Connecticut*Pennsylvania*Maryland*New Hampshire*New York*Ontario*Manitoba*North Dakota*Vermont*Indiana*Iowa*Michigan*Wisconsin*Labrador*Rhode Island*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,Medium,No,Yes,Yes,Low,Intermediate,-47,Dark Green,No,Yellow,Early Spring
ALINT,Alnus incana,thinleaf alder,Northwest Territories*Utah*Alaska*Yukon*Nevada*Wyoming*Montana*New Mexico*California*Alberta*Saskatchewan*Oregon*Washington*Colorado*Idaho*British Columbia*Arizona*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,High,Yes,No,Yes,Low,Intermediate,-62,Dark Green,No,Purple,Early Spring
ALMA7,Alnus maritima,seaside alder,Oklahoma*Georgia*Maryland*Delaware*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,High,Yes,Yes,Yes,Low,Intermediate,2,Green,No,Purple,Late Summer
ALRH2,Alnus rhombifolia,white alder,Nevada*Montana*California*Oregon*Washington*Idaho*,Perennial*,Tree*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Low,Tolerant,-24,Green,No,Green,Fall
ALRU2,Alnus rubra,red alder,Alaska*Montana*California*Oregon*Washington*Idaho*British Columbia*,Perennial*,Tree*,Spring*Summer*Fall*,Rapid,High,Yes,Yes,Yes,Medium,Intolerant,-22,Green,No,Red,Early Spring
ALSE2,Alnus serrulata,hazel alder,Maine*New Jersey*New Brunswick*North Carolina*Nova Scotia*Massachusetts*Missouri*Texas*Kansas*Delaware*West Virginia*Quebec*Virginia*Illinois*Ohio*Connecticut*Pennsylvania*Maryland*New Hampshire*District of Columbia*New York*Mississippi*Kentucky*Georgia*Florida*Oklahoma*Arkansas*Vermont*Indiana*Tennessee*Alabama*Louisiana*Rhode Island*South Carolina*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Low,Intolerant,-23,Green,No,Red,Spring
ALVIC,Alnus viridis,mountain alder,Maine*Northwest Territories*Nunavut*New Brunswick*North Carolina*Nova Scotia*Massachusetts*Newfoundland*Prince Edward Island*Quebec*Minnesota*Alberta*Saskatchewan*British Columbia*Pennsylvania*New Hampshire*New York*Ontario*Manitoba*Vermont*Michigan*Tennessee*Wisconsin*Labrador*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,High,Yes,No,Yes,None,Intermediate,-62,Green,No,Yellow,Summer
ALVIS,Alnus viridis,Sitka alder,Northwest Territories*Alaska*Yukon*Wyoming*Montana*California*Alberta*Oregon*Washington*Idaho*British Columbia*,Perennial*,Shrub*Tree*,Spring*Summer*,Slow,High,Yes,No,Yes,Low,Intermediate,-48,Yellow-Green,No,Yellow,Summer
ALAE,Alopecurus aequalis,shortawn foxtail,Maine*New Jersey*Northwest Territories*Yukon*New Brunswick*Nova Scotia*California*Massachusetts*South Dakota*Washington*Colorado*Missouri*Kansas*Newfoundland*Delaware*Prince Edward Island*Alaska*Nevada*Quebec*Minnesota*Alberta*Saskatchewan*Virginia*Illinois*British Columbia*Ohio*Utah*Connecticut*Pennsylvania*Nebraska*New Mexico*Maryland*New Hampshire*New York*Kentucky*Ontario*Arizona*Manitoba*North Dakota*Wyoming*Montana*Indiana*Iowa*Michigan*Oregon*Tennessee*Vermont*Wisconsin*Labrador*Idaho*,Perennial*,Graminoid*,Spring*Summer*,Moderate,High,No,Yes,Yes,Low,Intermediate,-38,Green,No,Green,Mid Spring
ALAR,Alopecurus arundinaceus,creeping meadow foxtail,Northwest Territories*Utah*Manitoba*North Dakota*Wyoming*Newfoundland*Nebraska*Montana*Alberta*South Dakota*Washington*Colorado*Kentucky*Idaho*Arizona*,Perennial*,Graminoid*,Spring*Summer*,Rapid,Medium,No,Yes,Yes,Medium,Intolerant,-43,Green,No,Yellow,Mid Spring
ALCA4,Alopecurus carolinianus,Carolina foxtail,New Jersey*North Carolina*California*Massachusetts*South Dakota*Washington*Colorado*Missouri*Texas*Kansas*Delaware*West Virginia*Minnesota*Alberta*Saskatchewan*Virginia*Illinois*British Columbia*Ohio*Utah*Connecticut*Pennsylvania*Nebraska*New Mexico*Maryland*New York*District of Columbia*Mississippi*Kentucky*Georgia*Arizona*Florida*Oklahoma*Arkansas*North Dakota*Wyoming*Montana*Indiana*Iowa*Michigan*Oregon*Tennessee*Alabama*Wisconsin*Idaho*Louisiana*South Carolina*,Annual*,Graminoid*,Spring*,Moderate,Low,Yes,Yes,Yes,Low,Intolerant,-43,Green,No,Green,Spring
ALGE2,Alopecurus geniculatus,water foxtail,Maine*New Jersey*Yukon*New Brunswick*Nova Scotia*California*Massachusetts*South Dakota*Washington*Colorado*Texas*Newfoundland*Prince Edward Island*West Virginia*Alaska*Nevada*Quebec*Minnesota*Alberta*Saskatchewan*Virginia*Illinois*British Columbia*Ohio*Utah*Connecticut*Pennsylvania*New Mexico*Maryland*New Hampshire*District of Columbia*New York*Ontario*Arizona*Oklahoma*North Dakota*Wyoming*Montana*Iowa*Michigan*Vermont*Oregon*Wisconsin*Labrador*Idaho*Rhode Island*,Perennial*,Graminoid*,Spring*,Moderate,High,Yes,Yes,Yes,None,Intolerant,-43,Green,No,Green,Summer
ALMA8,Alopecurus magellanicus,Alpine Meadow-Foxtail,Northwest Territories*Utah*Nunavut*Manitoba*Alaska*Yukon*Wyoming*Quebec*Montana*Ontario*Alberta*Saskatchewan*Labrador*Colorado*Idaho*British Columbia*,Perennial*,Graminoid*,Spring*Summer*,Moderate,High,No,Yes,Yes,Low,Intermediate,-33,Green,No,White,Mid Spring
ALAL2,Alopecurus magellanicus,Alpine Meadow-Foxtail,Northwest Territories*Utah*Nunavut*Manitoba*Alaska*Yukon*Wyoming*Quebec*Montana*Ontario*Alberta*Saskatchewan*Labrador*Colorado*Idaho*British Columbia*,Perennial*,Graminoid*,Spring*Summer*,Moderate,High,No,Yes,Yes,Low,Intermediate,-33,Green,No,White,Mid Spring
ALMY,Alopecurus myosuroides,slender meadow foxtail,Maine*New Jersey*North Carolina*California*Massachusetts*Washington*Texas*Kansas*Delaware*West Virginia*Virginia*Ohio*Pennsylvania*New Mexico*Maryland*New York*District of Columbia*Mississippi*Kentucky*Manitoba*Michigan*Oregon*Alabama*Louisiana*Rhode Island*South Carolina*,Annual*,Graminoid*,Spring*,Moderate,High,Yes,Yes,Yes,None,Intolerant,-28,Green,No,Green,Summer
ALPR3,Alopecurus pratensis,meadow foxtail,Maine*New Jersey*Northwest Territories*Yukon*New Brunswick*Nova Scotia*California*Massachusetts*South Dakota*Washington*Colorado*Missouri*Kansas*Newfoundland*Delaware*Prince Edward Island*West Virginia*Alaska*Nevada*Quebec*Minnesota*Alberta*Saskatchewan*Virginia*Illinois*British Columbia*Ohio*Utah*Connecticut*Pennsylvania*Nebraska*New Mexico*Maryland*New Hampshire*District of Columbia*New York*Kentucky*Ontario*Georgia*Manitoba*North Dakota*Wyoming*Montana*Indiana*Iowa*Michigan*Oregon*Tennessee*Alabama*Vermont*Wisconsin*Labrador*Idaho*Rhode Island*,Perennial*,Graminoid*,Spring*Summer*,Rapid,High,No,Yes,Yes,Low,Intolerant,-38,Green,No,Yellow,Spring
ALPH,Alternanthera philoxeroides,alligatorweed,Oklahoma*Arkansas*Puerto Rico*North Carolina*California*Tennessee*Alabama*Virginia*Mississippi*Kentucky*Texas*Louisiana*Illinois*Georgia*South Carolina*Florida*,Perennial*,Forb/herb*,Spring*,Rapid,High,Yes,Yes,Yes,Low,Intermediate,-3,Green,No,White,Early Spring
AMCA,Amaranthus californicus,California amaranth,Utah*Idaho*Nevada*Wyoming*Nebraska*Montana*California*Alberta*Saskatchewan*Oregon*South Dakota*Washington*Texas*Kansas*,Annual*,Forb/herb*,Spring*Summer*Fall*,Moderate,Medium,No,Yes,Yes,Low,Intolerant,-3,Green,No,Red,Summer
AMTU,Amaranthus tuberculatus,roughfruit amaranth,Maine*New Jersey*North Carolina*California*Massachusetts*South Dakota*Washington*Colorado*Missouri*Texas*Kansas*Delaware*West Virginia*Quebec*Minnesota*Illinois*Ohio*Connecticut*Pennsylvania*Nebraska*New Mexico*New Hampshire*New York*Mississippi*Kentucky*Georgia*Ontario*Oklahoma*Arkansas*Manitoba*North Dakota*Vermont*Indiana*Iowa*Michigan*Tennessee*Wisconsin*Alabama*Idaho*Louisiana*South Carolina*,Annual*,Forb/herb*,Spring*,Rapid,High,No,Yes,Yes,None,Intolerant,-33,Green,No,Green,Summer
AMRU,Amaranthus tuberculatus,roughfruit amaranth,Maine*New Jersey*North Carolina*California*Massachusetts*South Dakota*Washington*Colorado*Missouri*Texas*Kansas*Delaware*West Virginia*Quebec*Minnesota*Illinois*Ohio*Connecticut*Pennsylvania*Nebraska*New Mexico*New Hampshire*New York*Mississippi*Kentucky*Georgia*Ontario*Oklahoma*Arkansas*Manitoba*North Dakota*Vermont*Indiana*Iowa*Michigan*Tennessee*Wisconsin*Alabama*Idaho*Louisiana*South Carolina*,Annual*,Forb/herb*,Spring*,Rapid,High,No,Yes,Yes,None,Intolerant,-33,Green,No,Green,Summer
AMDU2,Ambrosia dumosa,burrobush,California*Nevada*Utah*Arizona*,Perennial*,Shrub*Subshrub*,Spring*Summer*,Rapid,Low,Yes,No,Yes,High,Intolerant,-11,Green,No,Yellow,Late Winter
AMAL2,Amelanchier alnifolia,Saskatoon serviceberry,Northwest Territories*Yukon*New Brunswick*California*South Dakota*Washington*Colorado*Alaska*Nevada*Quebec*Minnesota*Alberta*Saskatchewan*British Columbia*Utah*Nebraska*New Mexico*Ontario*Manitoba*North Dakota*Wyoming*Montana*Iowa*Oregon*Idaho*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,Medium,Yes,Yes,Yes,Low,Intermediate,-62,Green,Yes,White,Early Summer
AMALS,Amelanchier alnifolia,Saskatoon serviceberry,Alaska*California*Oregon*Washington*British Columbia*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,Low,Yes,Yes,Yes,Low,Intolerant,-43,Green,Yes,White,Late Spring
AMAR3,Amelanchier arborea,common serviceberry,Maine*New Jersey*New Brunswick*North Carolina*Nova Scotia*Massachusetts*Missouri*Texas*Kansas*Delaware*West Virginia*Quebec*Minnesota*Virginia*Illinois*Ohio*Connecticut*Pennsylvania*Nebraska*Maryland*New Hampshire*District of Columbia*New York*Mississippi*Kentucky*Georgia*Ontario*Florida*Oklahoma*Arkansas*Vermont*Indiana*Iowa*Michigan*Tennessee*Wisconsin*Alabama*Louisiana*Rhode Island*South Carolina*,Perennial*,Shrub*Tree*,Spring*Summer*,Slow,Medium,Yes,No,Yes,Low,Tolerant,-47,Dark Green,Yes,White,Mid Spring
AMCA4,Amelanchier canadensis,Canadian serviceberry,Maine*New Jersey*New Brunswick*North Carolina*Nova Scotia*Massachusetts*Delaware*Prince Edward Island*West Virginia*Quebec*Virginia*Connecticut*Pennsylvania*Maryland*New Hampshire*District of Columbia*New York*Mississippi*Georgia*Ontario*Tennessee*Alabama*South Carolina*Rhode Island*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,Medium,Yes,Yes,Yes,Low,Intermediate,-33,Green,Yes,White,Mid Spring
AMLA,Amelanchier laevis,Allegheny serviceberry,Maine*New Jersey*New Brunswick*North Carolina*Nova Scotia*Massachusetts*Washington*Newfoundland*Delaware*Prince Edward Island*West Virginia*Quebec*Minnesota*Virginia*Illinois*Ohio*Connecticut*Pennsylvania*Maryland*New Hampshire*District of Columbia*New York*Kentucky*Georgia*Ontario*Vermont*Indiana*Iowa*Michigan*Tennessee*Wisconsin*Alabama*South Carolina*Rhode Island*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,Medium,Yes,No,Yes,Medium,Tolerant,-38,Green,Yes,White,Early Spring
AMOB2,Amelanchier obovalis,coastal serviceberry,New Jersey*North Carolina*Pennsylvania*Maryland*New York*Massachusetts*Alabama*Virginia*South Carolina*Georgia*Delaware*,Perennial*,Shrub*,Spring*,Moderate,Medium,Yes,Yes,Yes,Low,Intolerant,-23,Dark Green,Yes,White,Early Spring
